"ID","COMP1","COMP2","HVTYPE","KIJSRK","KIJTSRK","KIJTType","KIJPR","KIJTPR","KIJPCSAFT","HVALPHA","HVGIJ","HVGJI","CalcWij","W1","W2","W3","WSTYPE","KIJWS","NRTLALPHA","NRTLGIJ","NRTLGJI","GIJVISC","HVGIJT","HVGJIT","WSGIJT","WSGJIT","cpakij_SRK","cpakijT_SRK","cpakijx_SRK","cpakjix_SRK","cpakij_PR","KIJWSunifac","aijDesMath","bijDesMath","cpaAssosiationType","cpaBetaCross","cpaEpsCross"
7979,"benzene                                           ","ethanol                                           ","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,0.00,0.00,0.00,1,2.0e-03,0.00
7980,"c-hexane                                          ","ethanol                                           ","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,0.00,0.00,0.00,0,0.00,0.00
7981,"223-tm-C4                                         ","ethanol                                           ","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7982,"3,3-dim-C5                                        ","ethanol                                           ","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7983,"n-heptane","ethanol                                           ","Classic                                           ",0.29,0.00,0,0.29,0.00,0.00,0.39,758.00,1276.00,0,0.00,0.00,0.00,"Classic                                           ",0.29,0.39,758.00,1276.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7984,"m-c-C6                                            ","ethanol                                           ","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7985,"et-c-C5                                           ","ethanol                                           ","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7986,"toluene                                           ","ethanol                                           ","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,0.00,0.00,0.00,1,3.0e-03,0.00
7987,"c-c7                                              ","ethanol                                           ","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7988,"11-dm-c-C6                                        ","ethanol                                           ","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7989,"c-c8                                              ","ethanol                                           ","Classic                                           ",0.31,0.00,0,0.31,0.00,0.00,0.39,758.00,1276.00,0,0.00,0.00,0.00,"Classic                                           ",0.31,0.39,758.00,1276.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7990,"c-12-dmcC6                                        ","ethanol                                           ","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7991,"et-benzene                                        ","ethanol                                           ","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7992,"MDEA+                                             ","ethanol                                           ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7993,"H3O+                                              ","ethanol                                           ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7994,"MDEA                                              ","ethanol                                           ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7995,"HCO3-                                             ","ethanol                                           ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7996,"OH-                                               ","ethanol                                           ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
7997,"Na+                                               ","ethanol                                           ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7998,"Cl-                                               ","ethanol                                           ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
7999,"Ca++                                              ","ethanol                                           ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8000,"Li+                                               ","ethanol                                           ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8001,"Br-                                               ","ethanol                                           ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8002,"NH4+                                              ","ethanol                                           ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8003,"CO3--                                             ","ethanol                                           ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8004,"DEACOO-                                           ","ethanol                                           ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8005,"DEA                                               ","ethanol                                           ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8006,"DEA+                                              ","ethanol                                           ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8007,"BEA                                               ","ethanol                                           ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8008,"BEA+                                              ","ethanol                                           ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8009,"BEACOO-                                           ","ethanol                                           ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8010,"K+                                                ","ethanol                                           ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8011,"HS-                                               ","ethanol                                           ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8012,"S--                                               ","ethanol                                           ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8013,"I-                                                ","ethanol                                           ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8014,"Mg++                                              ","ethanol                                           ","Classic                                           ",0.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8015,"Ba++                                              ","ethanol                                           ","Classic                                           ",0.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8016,"Sr++                                              ","ethanol                                           ","Classic                                           ",0.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8019,"ethanol                                           ","n-pentane                                         ","HV                                                ",0.26,0.00,0,0.26,0.00,0.00,0.39,1186.00,1230.00,0,0.00,0.00,0.00,"WS                                                ",0.26,0.26,0.39,1186.00,0.00,0.00,0.00,0.00,0.00,-8.0e-03,0.00,-8.0e-03,-8.0e-03,0.00,0.00,0.00,0.00,0,0.00,0.00
8020,"MEG                                               ","n-pentane                                         ","Classic                                           ",0.20,0.00,0,0.20,0.00,0.00,0.36,2063.00,601.70,0,0.00,0.00,0.00,"Classic                                           ",0.20,0.20,0.36,2063.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8021,"DEG                                               ","n-pentane                                         ","Classic                                           ",0.20,0.00,0,0.20,0.00,0.00,0.36,2063.00,601.70,0,0.00,0.00,0.00,"Classic                                           ",0.20,0.20,0.36,2063.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8022,"TEG                                               ","n-pentane                                         ","Classic                                           ",0.20,0.00,0,0.20,0.00,0.00,0.36,2063.00,601.70,0,0.00,0.00,0.00,"Classic                                           ",0.20,0.20,0.36,2063.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8023,"NaCl                                              ","n-pentane                                         ","Classic                                           ",0.70,0.00,0,0.70,0.00,0.00,0.03,20193.00,3528.00,0,0.00,0.00,0.00,"Classic                                           ",0.70,0.70,0.03,20193.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8024,"KCl                                               ","n-pentane                                         ","Classic                                           ",1.35,0.00,0,1.35,0.00,0.00,7.8e-03,-48374.00,35311.00,0,0.00,0.00,0.00,"Classic                                           ",1.35,1.35,7.8e-03,-48374.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8025,"CaCl2                                             ","n-pentane                                         ","Classic                                           ",1.18,0.00,0,1.18,0.00,0.00,0.03,99000.00,3080.00,0,0.00,0.00,0.00,"Classic                                           ",1.18,1.18,0.03,99000.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8026,"HCOONa                                            ","n-pentane                                         ","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8027,"HCOOK                                             ","n-pentane                                         ","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8028,"HCOOCs                                            ","n-pentane                                         ","Classic                                           ",0.50,0.00,0,0.50,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8029,"helium                                            ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8054,"benzene                                           ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8055,"c-hexane                                          ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8056,"223-tm-C4                                         ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8057,"3,3-dim-C5                                        ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8058,"n-heptane","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8059,"m-c-C6                                            ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8060,"et-c-C5                                           ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8061,"toluene                                           ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8062,"c-c7                                              ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8063,"11-dm-c-C6                                        ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8064,"c-c8                                              ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8065,"c-12-dmcC6                                        ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8066,"et-benzene                                        ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8067,"MDEA+                                             ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8068,"H3O+                                              ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8069,"MDEA                                              ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8070,"HCO3-                                             ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8071,"OH-                                               ","n-pentane                                         ","Classic                                           ",0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8072,"Na+                                               ","n-pentane                                         ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8073,"Cl-                                               ","n-pentane                                         ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8074,"Ca++                                              ","n-pentane                                         ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8075,"Li+                                               ","n-pentane                                         ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8076,"Br-                                               ","n-pentane                                         ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8077,"NH4+                                              ","n-pentane                                         ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8078,"CO3--                                             ","n-pentane                                         ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8079,"DEACOO-                                           ","n-pentane                                         ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8080,"DEA                                               ","n-pentane                                         ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8081,"DEA+                                              ","n-pentane                                         ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8082,"BEA                                               ","n-pentane                                         ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0,0.00,0.00
8083,"BEA+                                              ","n-pentane                                         ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8084,"BEACOO-                                           ","n-pentane                                         ","Classic                                           ",1.00,0.00,0,1.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,"Classic                                           ",1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00
8086,"methanol                                          ","n-heptane","HV                                                ",0.26,0.00,0,0.26,0.00,0.00,0.39,1186.00,1230.00,0,0.00,0.00,0.00,"WS                                                ",0.26,0.26,0.39,1186.00,0.00,0.00,0.00,0.00,0.00,-2.0e-03,0.00,-2.0e-03,-2.0e-03,-2.0e-03,0.00,0.00,0.00,0,0.00,0.00
8087,"ethanol                                           ","n-heptane","HV                                                ",0.26,0.00,0,0.26,0.00,0.00,0.39,1186.00,1230.00,0,0.00,0.00,0.00,"WS                                                ",0.26,0.26,0.39,1186.00,0.00,0.00,0.00,0.00,0.00,8.0e-03,0.00,8.0e-03,8.0e-03,8.0e-03,0.00,0.00,0.00,0,0.00,0.00
